entrez_gene_id,reaction_id,rname,lmp_id,gene_name,species_long,gene_symbol
18754,R-MMU-8934446,Activated PKC phosphorylates SHC1,LMP000511,"protein kinase C, epsilon",Mus musculus,Prkce
18755,R-MMU-425861,Activation of Protein Kinase C novel isoforms,LMP002764,"protein kinase C, eta",Mus musculus,Prkch
18759,R-MMU-193684,p62 recruits an atypical PKC,LMP000862,"protein kinase C, iota",Mus musculus,Prkci
18759,R-MMU-419981,Recruitment of PAR-3:PAR-6:aPKC complex to tight junctions,LMP000862,"protein kinase C, iota",Mus musculus,Prkci
18759,R-MMU-9021357,PRKCI phosphorylates ELF3,LMP000862,"protein kinase C, iota",Mus musculus,Prkci
18760,R-MMU-429698,"PRKD1,2,3 phosphorylates COL4A3BP-2",LMP001491,protein kinase D1,Mus musculus,Prkd1
18761,R-MMU-201603,Caspase-mediated cleavage of PKC theta,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-202222,Phosphorylation of PKC theta,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-202307,Change of PKC theta conformation,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-202328,Translocation of PKC theta to plasma membrane,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-202437,Phosphorylation of CARMA1,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730835,Autophosphorylation of PKC-theta,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730861,Recruitment of TAK1 kinase complex to oligo-K63-pUb-TRAF6,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730863,Phosphorylation of CARMA1 by PKC-theta,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730864,Recruitment of TRAF6 to CBM complex by binding to MALT1,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730876,Phosphorylation of IKK-beta by TAK1,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730882,Phosphorylation of PKC-theta,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730899,Oligomerization of BCL10 and MALT1,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730900,Activation of TAK1 complex bound to pUb-TRAF6,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730902,Oligomerization of p-CARMA1,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-2730903,Oligomerization of TRAF6,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-374664,Phosphorylation and activation of Ezrin,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18761,R-MMU-425861,Activation of Protein Kinase C novel isoforms,LMP000951,"protein kinase C, theta",Mus musculus,Prkcq
18762,R-MMU-2160931,Disassembly of tight junctions,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-2160932,SMURF1 binds phosphorylated PARD6A,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-2160935,SMURF1 ubiquitinates RHOA,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-5218805,PKC autophosphorylates,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-5218813,DAG and Ca+2 bind to PKC and tether it to membrane,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-5218821,PDK1 phosphorylates PKC,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-5218823,PKC phosphorylates sphingosine kinase 1,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-9626817,PKC phosphorylates NCF1,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-9632858,PRKCZ autophosphorylates downstream of estrogen stimulation,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-9632906,PRKCZ recruits RAS in response to estrogen stimulation,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-9632910,ESR1- and PRCKZ-dependent MAPK1 translocation to the nucleus,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18762,R-MMU-9632918,PRKCZ stimulates RAS nucleotide exchange in response to estrogen,LMP001419,"protein kinase C, zeta",Mus musculus,Prkcz
18777,R-MMU-203613,depalmitoylation of eNOS,LMP000901,lysophospholipase 1,Mus musculus,Lypla1
18778,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18778,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18778,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18778,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18778,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18778,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP000295,"phospholipase A2, group IB, pancreas",Mus musculus,Pla2g1b
18779,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18779,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18779,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18779,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18779,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18779,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP003912,phospholipase A2 receptor 1,Mus musculus,Pla2r1
18780,R-MMU-1482679,PA is hydrolysed to 1-acyl LPA by PLA2G2A,LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1482776,PS is hydrolyzed to 1-acyl LPS by PLA2G2A,LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1482816,PC is hydrolyzed to 1-acyl LPC by PLA2[6],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1482868,PI is hydrolyzed to 1-acyl LPI by PLA2[12],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1482887,PE is hydrolyzed to 1-acyl LPE by PLA2[3],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1482907,PG is hydrolyzed to 1-acyl LPG by PLA2G2A,LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18780,R-MMU-8862771,PLA2G2A binds bacterial phospholipids,LMP001324,"phospholipase A2, group IIA (platelets, synovial fluid)",Mus musculus,Pla2g2a
18782,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18782,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18782,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18782,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18782,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18782,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP002148,"phospholipase A2, group IID",Mus musculus,Pla2g2d
18783,R-MMU-111881,Phospho-cPLA2 translocates to membranes when intracellular calcium levels increase,LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-111883,Hydrolysis of phosphatidylcholine,LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-111898,Phosphorylation of cPLA2 by ERK-2,LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482604,PA is hydrolyzed to 1-acyl LPA by PLA2[1] (OM),LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482612,2-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482656,PA is hydrolysed to 1-acyl LPA by PLA2[1],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482685,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482759,MLCL is hydrolyzed to DLCL by PLA2G4A (IM),LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482825,PI is hydrolyzed to 1-acyl LPI by PLA2[11],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482897,PS is hydrolyzed to 2-acyl LPS by PLA2[10],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-1482900,PG is hydrolyzed to 1-acyl LPG by PLA2[1],LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-428961,Phosphorylation of cPLA2 by MAPK p38 alpha,LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18783,R-MMU-8848484,PLA2s hydrolyze phospholipids at the Golgi membrane,LMP001082,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Mus musculus,Pla2g4a
18784,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18784,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18784,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18784,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18784,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18784,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP000064,"phospholipase A2, group V",Mus musculus,Pla2g5
18795,R-MMU-111879,PIP2 hydrolysis,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-112037,Inactivation of PLC beta,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-114688,PLC-beta hydrolyses PIP2 to DAG and IP3,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-1855177,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-398040,Gbeta:gamma activation of PLC beta,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-398193,PLC beta-mediated PIP2 hydrolysis,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-399998,"Activated Phospholipase C beta-1 hydrolyzes 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate",LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-445860,Activation of Phospholipase C beta1 by G(q)alpha:GTP,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18795,R-MMU-500717,Activation of GRIK3 homomer,LMP000554,"phospholipase C, beta 1",Mus musculus,Plcb1
18796,R-MMU-111879,PIP2 hydrolysis,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-112037,Inactivation of PLC beta,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-114688,PLC-beta hydrolyses PIP2 to DAG and IP3,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-1855177,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-398040,Gbeta:gamma activation of PLC beta,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-398193,PLC beta-mediated PIP2 hydrolysis,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-399998,"Activated Phospholipase C beta-1 hydrolyzes 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate",LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18796,R-MMU-500717,Activation of GRIK3 homomer,LMP006593,"phospholipase C, beta 2",Mus musculus,Plcb2
18797,R-MMU-111879,PIP2 hydrolysis,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-112037,Inactivation of PLC beta,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-114688,PLC-beta hydrolyses PIP2 to DAG and IP3,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-1855177,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-398040,Gbeta:gamma activation of PLC beta,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-398193,PLC beta-mediated PIP2 hydrolysis,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-399998,"Activated Phospholipase C beta-1 hydrolyzes 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate",LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18797,R-MMU-500717,Activation of GRIK3 homomer,LMP001408,"phospholipase C, beta 3",Mus musculus,Plcb3
18798,R-MMU-111879,PIP2 hydrolysis,LMP000675,"phospholipase C, beta 4",Mus musculus,Plcb4
18798,R-MMU-112037,Inactivation of PLC beta,LMP000675,"phospholipase C, beta 4",Mus musculus,Plcb4
18798,R-MMU-114688,PLC-beta hydrolyses PIP2 to DAG and IP3,LMP000675,"phospholipase C, beta 4",Mus musculus,Plcb4
18798,R-MMU-1855177,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane",LMP000675,"phospholipase C, beta 4",Mus musculus,Plcb4
18799,R-MMU-1855221,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",LMP002929,"phospholipase C, delta 1",Mus musculus,Plcd1
18802,R-MMU-1855214,"PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane",LMP002075,"phospholipase C, delta 4",Mus musculus,Plcd4
18803,R-MMU-1169406,ISGylation of host proteins,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-1524182,Activated PLC gamma dissociates from the PDGF receptor,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-1524186,Phosphorylation of PLCgamma by PDGFR,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-1678841,Regulation of protein ISGylation by ISG15 deconjugating enzyme USP18,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-1855221,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-186765,PLC-gamma binds to the active receptor,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-202212,Recruitment of PLC-gamma1 to LAT,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-202248,Phosphorylation of PLC-gamma1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-202331,Recruitment of PLC-gamma1 to SLP-76,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-202354,Translocation of PLC-gamma1 to PIP2,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-202407,PLC-gamma1 hydrolyses PIP2,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2029268,Phosphorylation and activation of PLCG,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2029270,Recruitment of PLCgamma to membrane,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2029272,Release of PLCG from FCGR,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-210283,Interaction of PECAM-1 and PLC gamma1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-212706,Phospholipase C-gamma1 binds to the activated EGF receptor,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-212710,EGFR activates PLC-gamma1 by phosphorylation,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-212713,Active PLC-gamma1 dissociates from EGFR,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-213406,Disassociation of PLC-gamma1 from LAT,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-213407,Disassociation of PLC-gamma1 from SLP-76,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2396594,Phosphorylation of SLP-76 by p-SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2396606,Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424476,Activation of RAC1 by VAV2/3,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424481,Recruitment of VAV and BTK to p-SLP-76,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424484,Phosphorylation of BTK by p-SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424485,Release of p-PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424486,Phosphorylation and activation of VAV2/VAV3 by SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2424487,Phosphorylation of PLC-gamma by p-BTK/p-SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730833,Phosphorylation of TEC kinases by p-SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730840,Activation of RAC1 by VAV,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730841,Phosphorylation and activation of VAV,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730847,Hydrolysis of PIP2 by PLCG,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730851,Phosphorylation of SLP-76 by p-SYK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730856,Autophosphorylation of PAK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730858,Autophosphorylation of BTK/ITK,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730889,Recruitment of PAK to the membrane by binding active RAC1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-2730892,Recruitment of VAV to p-SLP-76,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-4420121,SFKs phosphorylate PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-4420153,p-6Y-VEGFR2 binds PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-4420202,PLCG1 disassociates from VEGFR2 and translocate to PM,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5621346,"Plcg1 binds p-Y348,352,525,526-Syk",LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654147,Activated FGFR2 phosphorylates PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654148,p-4Y-PLCG1 dissociates from activated FGFR3,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654149,Activated FGFR1 phosphorylates PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654151,Activated FGFR4 phosphorylates PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654157,p-4Y-PLCG1 dissociates from activated FGFR2,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654159,Activated FGFR2 binds PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654163,Activated FGFR4 binds PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654165,p-4Y-PLCG1 dissociates from activated FGFR1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654167,Activated FGFR1 binds PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654169,p-4Y-PLCG1 dissociates from activated FGFR4,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654222,Activated FGFR3 phosphorylates PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-5654224,Activated FGFR3 binds PLCG1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-8853755,2x p-5Y-RET:GDNF:GFRA complexes bind PLCgamma1,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-9026894,Activated PCLG1 dissociates from NTRK2,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-9027429,"Lyn phosphorylates Plcg1,2 in Epo:phospho-Epor:phospho-Jak2:Lyn:Irs2:Plcg1,2",LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-9027436,"Epo:p-8Y-Epor:p-12Y-Jak2:Lyn:Irs2 binds Plcg1,2",LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-9032476,"Epor-associated Plcg hydrolyzes 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18803,R-MMU-9034855,Activated PCLG1 dissociates from NTRK3,LMP000865,"phospholipase C, gamma 1",Mus musculus,Plcg1
18806,R-MMU-1483172,PC is transphosphatidylated to PG by Pld1-4/6,LMP000871,phospholipase D2,Mus musculus,Pld2
18806,R-MMU-1483182,PC is hydrolyzed to PA and choline by PLD1/2,LMP000871,phospholipase D2,Mus musculus,Pld2
18806,R-MMU-2029471,Hydrolysis of PC to PA by PLD,LMP000871,phospholipase D2,Mus musculus,Pld2
18807,R-MMU-1483172,PC is transphosphatidylated to PG by Pld1-4/6,LMP006309,"phospholipase D family, member 3",Mus musculus,Pld3
18807,R-MMU-2029471,Hydrolysis of PC to PA by PLD,LMP006309,"phospholipase D family, member 3",Mus musculus,Pld3
18830,R-MMU-266299,Spherical HDL binds membrane-associated free cholesterol and phospholipids,LMP001598,phospholipid transfer protein,Mus musculus,Pltp
18947,R-MMU-192475,Digestion of triacylglycerols by extracellular pancreatic lipase-related protein 2,LMP000293,pancreatic lipase-related protein 2,Mus musculus,Pnliprp2
18979,R-MMU-8932633,"PON1,2,3:Ca2+ dimers hydrolyse 5-HETEL to 5-HETE",LMP003908,paraoxonase 1,Mus musculus,Pon1
19012,R-MMU-428690,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [extracellular],LMP001705,phosphatidic acid phosphatase type 2A,Mus musculus,Ppap2a
19012,R-MMU-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP001705,phosphatidic acid phosphatase type 2A,Mus musculus,Ppap2a
19013,R-MMU-376419,Formation of NR-MED1 Coactivator Complex,LMP002551,peroxisome proliferator activated receptor alpha,Mus musculus,Ppara
19013,R-MMU-382096,Formation of NR-NCOR Corepressor Complex,LMP002551,peroxisome proliferator activated receptor alpha,Mus musculus,Ppara
